Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Lime Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Pink Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Gray Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Purple Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Blue Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Brown Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Green Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Red Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Black Elevator
chiselsandbits:block_bit:0, Chiseled Bit - Molecular Exciter Down
chiselsandbits:block_bit:0, Chiseled Bit - Phasing Block
chiselsandbits:block_bit:0, Chiseled Bit - Phasing Block (inverted)
chiselsandbits:block_bit:0, Chiseled Bit - Yellorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Anglesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Blutonium Block
chiselsandbits:block_bit:0, Chiseled Bit - Benitoite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyanite Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ludicrite Block
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Bronze Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Refined Obsidian Down
chiselsandbits:block_bit:0, Chiseled Bit - Charcoal Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Refined Glowstone Down
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Teleporter Frame Down
chiselsandbits:block_bit:0, Chiseled Bit - Steel Casing Down
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Tank Down
chiselsandbits:block_bit:0, Chiseled Bit - Structural Glass Down
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Valve Down
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Controller Down
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Valve Down
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - Salt Block
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Inferium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §aBlock of Prudentium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §6Block of Intermedium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §bBlock of Superium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §cBlock of Supremium Essence
chiselsandbits:block_bit:0, Chiseled Bit - Block of Prosperity
chiselsandbits:block_bit:0, Chiseled Bit - Block of Base Essence
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Inferium
chiselsandbits:block_bit:0, Chiseled Bit - §aBlock of Prudentium
chiselsandbits:block_bit:0, Chiseled Bit - §6Block of Intermedium
chiselsandbits:block_bit:0, Chiseled Bit - §bBlock of Superium
chiselsandbits:block_bit:0, Chiseled Bit - §cBlock of Supremium
chiselsandbits:block_bit:0, Chiseled Bit - §dBlock of Soulium
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Inferium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §aBlock of Prudentium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §6Block of Intermedium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §bBlock of Superium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §cBlock of Supremium Coal
chiselsandbits:block_bit:0, Chiseled Bit - Cobbled Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Cobbled Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Soulstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Soulstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Soulstone Slab Block
chiselsandbits:block_bit:0, Chiseled Bit - Prosperity Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Prosperity Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Prosperity Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eInferium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eNether Inferium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eEnd Inferium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eGrowth Accelerator
chiselsandbits:block_bit:0, Chiseled Bit - Witherproof Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Block of Insanium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §5Block of Insanium
chiselsandbits:block_bit:0, Chiseled Bit - §5Block of Insanium Coal
chiselsandbits:block_bit:0, Chiseled Bit - Nether Star Crux
chiselsandbits:block_bit:0, Chiseled Bit - Dragon Egg Crux
chiselsandbits:block_bit:0, Chiseled Bit - Awakened Draconium Crux
chiselsandbits:block_bit:0, Chiseled Bit - Machine Frame
chiselsandbits:block_bit:0, Chiseled Bit - Machine Base
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Destination Analyzer Down
chiselsandbits:block_bit:0, Chiseled Bit - Matter Booster Down
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bauxite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Constantan
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Coke Brick
chiselsandbits:block_bit:0, Chiseled Bit - Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Hempcrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete Tile
chiselsandbits:block_bit:0, Chiseled Bit - Leaded Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Insulating Glass
chiselsandbits:block_bit:0, Chiseled Bit - Kiln Brick
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Copper Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Aluminium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Lead Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Silver Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Constantan Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Steel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Iron Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Gold Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Copper Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - High-Voltage Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Heavy Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Generator Block
chiselsandbits:block_bit:0, Chiseled Bit - Radiator Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Boss Death Muffler
chiselsandbits:block_bit:0, Chiseled Bit - Ender Dragon Death Muffler
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Stone
chiselsandbits:block_bit:0, Chiseled Bit - End Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Mithril Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Charged Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Dilithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Tritanium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Peridot Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Electrotine Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Ambrosium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Gravitite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Zanite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Arkenium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Icestone Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Mithril Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Charged Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Dilithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tritanium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Peridot Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Electrotine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Ambrosium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Gravitite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Zanite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Arkenium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Icestone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Overworld Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Overworld Ardite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Ardite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Overworld Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Overworld Ambrosium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Overworld Gravitite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Overworld Zanite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Overworld Arkenium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Overworld Icestone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Blank Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 1 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Small Blocks
chiselsandbits:block_bit:0, Chiseled Bit - Activity Probe
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Soul Stone
chiselsandbits:block_bit:0, Chiseled Bit - Stygian Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Stygian Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Restonia Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Palis Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Diamatine Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Void Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Emeradic Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Enori Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Restonia Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Palis Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Diamatine Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Void Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Emeradic Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Enori Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ethetic Green Block
chiselsandbits:block_bit:0, Chiseled Bit - Ethetic Quartz
chiselsandbits:block_bit:0, Chiseled Bit - White Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Orange Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Lime Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Pink Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Gray Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Purple Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - White Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Orange Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Lime Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Pink Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Gray Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Purple Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Blue Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Brown Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Green Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Red Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Black Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Lamp Controller Down
chiselsandbits:block_bit:0, Chiseled Bit - Pillar of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Block of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Black Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Wood Casing
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderpearl
chiselsandbits:block_bit:0, Chiseled Bit - Casing
chiselsandbits:block_bit:0, Chiseled Bit - Ender Casing
chiselsandbits:block_bit:0, Chiseled Bit - Iron Casing
chiselsandbits:block_bit:0, Chiseled Bit - Compact Giant Chance Cube
chiselsandbits:block_bit:0, Chiseled Bit - Litherite
chiselsandbits:block_bit:0, Chiseled Bit - Litherite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Litherite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Litherite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Erodium
chiselsandbits:block_bit:0, Chiseled Bit - Erodium Paver
chiselsandbits:block_bit:0, Chiseled Bit - Erodium Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Erodium Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Kyronite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Pladium
chiselsandbits:block_bit:0, Chiseled Bit - Pladium Paver
chiselsandbits:block_bit:0, Chiseled Bit - Pladium Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Pladium Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Ionite
chiselsandbits:block_bit:0, Chiseled Bit - Ionite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Ionite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Ionite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Aethium
chiselsandbits:block_bit:0, Chiseled Bit - Aethium Paver
chiselsandbits:block_bit:0, Chiseled Bit - Aethium Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Aethium Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Paver
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lonsdaleite Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Interconnect
